""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2102"	826.847548485518	848.605398525982	914.240157978797	674.000784205134	0.10578757225864	0.223005755109739	0.474371489680086	0.635235020133142	0.890273118374755	736	1365	1033	515	1117	669	617	"   201.85"	"   209.98"	"   189.28"	"   169.68"	"   202.88"	"   119.85"	"   173.92"	" 7.66"	" 7.72"	" 7.57"	" 7.42"	" 7.67"	" 6.92"	" 7.45"	"Tery_2102"	"gene2118"	"CDS"	3276390	3277850	"-"	"CP000393.1"	"protein of unknown function DUF21"	"PFAM: CBS domain containing protein protein of unknown function DUF21  transporter-associated region~KEGG: ava:Ava_2361 hypothetical protein"	"InterPro:IPR000644,InterPro:IPR002550,InterPro:IPR005170,NCBI_GP:ABG51339.1"
"Tery_2260"	74.3783641249515	64.1490026656363	69.6490211907385	91.7017399855862	0.148506029813987	0.307422225110837	0.483068619259537	0.629047014701297	0.890273118374755	44	112	90	48	68	102	77	"    12.07"	"    17.23"	"    16.49"	"    15.81"	"    12.35"	"    18.27"	"    21.71"	" 3.71"	" 4.19"	" 4.13"	" 4.07"	" 3.74"	" 4.27"	" 4.50"	"Tery_2260"	"gene2280"	"CDS"	3517321	3518097	"+"	"CP000393.1"	"glucose-1-phosphate cytidylyltransferase"	"TIGRFAM: glucose-1-phosphate cytidylyltransferase~PFAM: Nucleotidyl transferase~KEGG: tbd:Tbd_1881 alpha-D-glucose-1-phosphate cytidylyltransferase"	"InterPro:IPR005835,InterPro:IPR013446,NCBI_GP:ABG51488.1"
"Tery_2279"	1338.09751761573	1275.92038880477	1356.8272841757	1372.17999658673	0.0888788322358901	0.185620901371372	0.478819096229203	0.632067330274285	0.890273118374755	1045	1984	1639	843	1555	1800	979	"   286.59"	"   305.20"	"   300.32"	"   277.74"	"   282.43"	"   322.45"	"   275.97"	" 8.17"	" 8.26"	" 8.24"	" 8.12"	" 8.15"	" 8.34"	" 8.11"	"Tery_2279"	"gene2299"	"CDS"	3546569	3547588	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2534 hypothetical protein"	"NCBI_GP:ABG51505.1"
"Tery_2389"	4691.18175325262	4485.35170296253	4989.42140292984	4449.65232902689	0.153481775774888	0.323031807992078	0.47512898723166	0.634695038546854	0.890273118374755	2834	7953	6982	2343	6591	3412	4709	"   777.22"	"  1223.40"	"  1279.33"	"   771.94"	"  1197.11"	"   611.23"	"  1327.40"	" 9.60"	"10.26"	"10.32"	" 9.59"	"10.23"	" 9.26"	"10.38"	"Tery_2389"	"gene2409"	"CDS"	3692790	3692966	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51607.1"
"Tery_2528"	571.201277054749	492.783763900021	530.879978066489	710.100738691867	0.110966300870429	0.232570379362161	0.47712998179201	0.633269566225384	0.890273118374755	366	848	645	343	569	1021	450	"   100.38"	"   130.45"	"   118.18"	"   113.01"	"   103.35"	"   182.90"	"   126.85"	" 6.66"	" 7.04"	" 6.90"	" 6.83"	" 6.71"	" 7.52"	" 7.00"	"Tery_2528"	"gene2550"	"CDS"	3899425	3900138	"+"	"CP000393.1"	"ribose-5-phosphate isomerase"	"KEGG: syn:slr0194 ribose 5-phosphate isomerase A~TIGRFAM: ribose 5-phosphate isomerase~PFAM: Ribose 5-phosphate isomerase"	"InterPro:IPR004788,NCBI_GP:ABG51732.1"
"Tery_2545"	69.1705681967206	64.4076372906182	71.0761755744303	71.0750880362584	0.159326515163175	0.33737426306859	0.472254503689819	0.636745140378646	0.890273118374755	62	117	64	50	65	107	42	"    17.00"	"    18.00"	"    11.73"	"    16.47"	"    11.81"	"    19.17"	"    11.84"	" 4.17"	" 4.25"	" 3.67"	" 4.13"	" 3.68"	" 4.33"	" 3.68"	"Tery_2545"	"gene2566"	"CDS"	3921754	3922926	"+"	"CP000393.1"	"Dynamin"	"PFAM: Dynamin  GTP-binding protein%2C HSR1-related~KEGG: ava:Ava_1350 dynamin"	"InterPro:IPR001401,InterPro:IPR002917,NCBI_GP:ABG51746.1"
"Tery_2615"	149.486410027421	149.120948518612	164.142133877158	127.868285761625	0.123100332104493	0.26085337345218	0.47191389735682	0.636988248006708	0.890273118374755	156	208	181	89	199	176	86	"    42.78"	"    32.00"	"    33.17"	"    29.32"	"    36.14"	"    31.53"	"    24.24"	" 5.45"	" 5.04"	" 5.09"	" 4.92"	" 5.22"	" 5.02"	" 4.66"	"Tery_2615"	"gene2636"	"CDS"	4036500	4037714	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1832 hypothetical protein"	"NCBI_GP:ABG51810.1"
"Tery_2651"	101.679949488478	86.6013711891835	97.9251073336694	122.390791019986	0.162336061289769	0.337515175741089	0.480974110077641	0.630534899412301	0.890273118374755	88	101	135	52	115	101	125	"    24.13"	"    15.54"	"    24.74"	"    17.13"	"    20.89"	"    18.09"	"    35.24"	" 4.65"	" 4.05"	" 4.69"	" 4.18"	" 4.45"	" 4.25"	" 5.18"	"Tery_2651"	"gene2672"	"CDS"	4107150	4107743	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr5271 unknown protein"	"NCBI_GP:ABG51845.1"
"Tery_3014"	1914.42873414582	1911.59372028711	2060.17194918161	1698.64892545084	0.107417712045949	0.225909199618164	0.475490649462302	0.634437296402888	0.890273118374755	1462	3085	2614	1126	2578	1705	1543	"   400.95"	"   474.56"	"   478.97"	"   370.98"	"   468.24"	"   305.44"	"   434.95"	" 8.65"	" 8.89"	" 8.91"	" 8.54"	" 8.87"	" 8.26"	" 8.77"	"Tery_3014"	"gene3040"	"CDS"	4661640	4662857	"+"	"CP000393.1"	"4Fe-4S ferredoxin%2C iron-sulfur binding"	"PFAM: 4Fe-4S ferredoxin%2C iron-sulfur binding~KEGG: ava:Ava_0125 4Fe-4S ferredoxin%2C iron-sulfur binding"	"InterPro:IPR001450,NCBI_GP:ABG52169.1"
"Tery_3568"	250.319210491724	220.79722512763	239.766414588253	295.670389711023	0.111138954744942	0.228851941290291	0.485636932412847	0.627224606244654	0.890273118374755	204	317	289	136	287	402	202	"    55.95"	"    48.76"	"    52.95"	"    44.81"	"    52.13"	"    72.01"	"    56.94"	" 5.83"	" 5.64"	" 5.75"	" 5.52"	" 5.73"	" 6.19"	" 5.86"	"Tery_3568"	"gene3599"	"CDS"	5484593	5487043	"+"	"CP000393.1"	"protein of unknown function DUF608"	"PFAM: protein of unknown function DUF608~KEGG: ava:Ava_1096 protein of unknown function DUF608"	"InterPro:IPR006775,NCBI_GP:ABG52652.1"
"Tery_3968"	64.9078065031028	63.2696993383413	70.3604293525452	58.3669793937007	0.141556347624311	0.297572557785974	0.475703635703275	0.634285530398157	0.890273118374755	55	105	82	38	84	76	42	"    15.08"	"    16.15"	"    15.03"	"    12.52"	"    15.26"	"    13.61"	"    11.84"	" 4.01"	" 4.10"	" 4.00"	" 3.76"	" 4.02"	" 3.87"	" 3.68"	"Tery_3968"	"gene4006"	"CDS"	6136222	6136803	"+"	"CP000393.1"	"adenylylsulfate kinase"	"PFAM: adenylylsulfate kinase~KEGG: syn:slr0676 adenylylsulfate 3-phosphotransferase"	"InterPro:IPR002891,NCBI_GP:ABG52993.1"
"Tery_3982"	48.3250319606723	44.6716122999271	50.7930705361385	48.2763937582184	0.18475007654043	0.390855140571548	0.472681710851416	0.636440276725802	0.890273118374755	33	82	64	27	59	34	53	"     9.05"	"    12.61"	"    11.73"	"     8.90"	"    10.72"	"     6.09"	"    14.94"	" 3.33"	" 3.77"	" 3.67"	" 3.31"	" 3.55"	" 2.83"	" 3.99"	"Tery_3982"	"gene4020"	"CDS"	6158506	6158751	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53007.1"
"Tery_4092"	346.536097611718	366.762178449738	394.750401155374	253.988561458212	0.101889207546716	0.21214534966485	0.480280183881863	0.631028177463499	0.890273118374755	358	518	446	239	453	294	206	"    98.18"	"    79.68"	"    81.72"	"    78.74"	"    82.28"	"    52.67"	"    58.07"	" 6.63"	" 6.33"	" 6.37"	" 6.32"	" 6.38"	" 5.75"	" 5.88"	"Tery_4092"	"gene4131"	"CDS"	6311621	6312472	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: nwi:Nwi_2162 hypothetical protein"	"NCBI_GP:ABG53100.1"
"Tery_4117"	374.265522610604	335.153382634819	364.577752575528	427.909317639004	0.115353601708029	0.245351601919124	0.470156301429217	0.638243352009415	0.890273118374755	334	407	467	209	431	448	377	"    91.60"	"    62.61"	"    85.57"	"    68.86"	"    78.28"	"    80.26"	"   106.27"	" 6.53"	" 5.99"	" 6.44"	" 6.13"	" 6.31"	" 6.34"	" 6.75"	"Tery_4117"	"gene4157"	"CDS"	6351649	6352359	"-"	"CP000393.1"	"PHA accumulation regulator DNA-binding-like"	"PFAM: methylation~KEGG: ana:all1769 unknown protein"	"InterPro:IPR012902,NCBI_GP:ABG53125.1"
"Tery_4242"	51.8991090354414	44.7750117522762	50.9607348403432	60.4307676112538	0.177733941792497	0.375911557697904	0.472807867044435	0.636350260891146	0.890273118374755	51	65	52	31	52	100	30	"    13.99"	"    10.00"	"     9.53"	"    10.21"	"     9.44"	"    17.91"	"     8.46"	" 3.91"	" 3.46"	" 3.40"	" 3.49"	" 3.38"	" 4.24"	" 3.24"	"Tery_4242"	"gene4284"	"CDS"	6548820	6549902	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: aae:aq_629 chromosome assembly protein homolog"	"NCBI_GP:ABG53242.1"
"Tery_4709"	573.180733038188	520.952692003858	556.304373350481	650.723313604078	0.0967370525098165	0.198902488975961	0.486354157797934	0.626716087065513	0.890273118374755	404	864	666	348	628	824	483	"   110.80"	"   132.91"	"   122.03"	"   114.65"	"   114.06"	"   147.61"	"   136.15"	" 6.80"	" 7.07"	" 6.94"	" 6.85"	" 6.85"	" 7.22"	" 7.10"	"Tery_4709"	"gene4753"	"CDS"	7231455	7231844	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr3414 hypothetical protein"	"NCBI_GP:ABG53672.1"
"Tery_4980"	176.604837626979	170.304837830409	187.193222740789	167.022259752834	0.148154568160053	0.313370179948706	0.472778131551331	0.636371477481161	0.890273118374755	187	237	193	152	136	232	111	"    51.28"	"    36.46"	"    35.36"	"    50.08"	"    24.70"	"    41.56"	"    31.29"	" 5.71"	" 5.23"	" 5.18"	" 5.67"	" 4.68"	" 5.41"	" 5.01"	"Tery_4980"	"gene5025"	"CDS"	7607098	7609413	"+"	"CP000393.1"	"response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)"	"KEGG: ana:all0219 hypothetical protein~TIGRFAM: PAS sensor protein diguanylate cyclase~PFAM: conserved hypothetical protein EAL  response regulator receiveR PAS fold-3  PAS fold~SMART: PAS"	"InterPro:IPR000014,InterPro:IPR000160,InterPro:IPR001633,InterPro:IPR001789,InterPro:IPR013655,InterPro:IPR013767,NCBI_GP:ABG53894.1"
"Tery_2264"	50.6916688891551	47.1548310856158	53.0985584221828	50.6181723931529	0.152852509789702	0.326394659071095	0.46830579343643	0.639565926012625	0.89059009492543	41	80	62	27	65	65	37	"    11.24"	"    12.31"	"    11.36"	"     8.90"	"    11.81"	"    11.64"	"    10.43"	" 3.61"	" 3.73"	" 3.63"	" 3.31"	" 3.68"	" 3.66"	" 3.51"	"Tery_2264"	"gene2284"	"CDS"	3522037	3522942	"+"	"CP000393.1"	"NAD-dependent epimerase/dehydratase"	"PFAM: NAD-dependent epimerase/dehydratase 3-beta hydroxysteroid dehydrogenase/isomerase  Male sterility-like~KEGG: stm:STM2089 LPS side chain defect: CDP-abequose synthase"	"InterPro:IPR001509,InterPro:IPR002225,InterPro:IPR013120,NCBI_GP:ABG51492.1"
"Tery_2904"	905.458529459978	851.968192627184	909.396176404434	953.042395876088	0.0922737939328414	0.19721365175405	0.467887456634688	0.63986507396361	0.890668897495973	676	1325	1139	509	1136	1179	725	"   185.39"	"   203.82"	"   208.70"	"   167.70"	"   206.33"	"   211.21"	"   204.37"	" 7.54"	" 7.68"	" 7.71"	" 7.40"	" 7.70"	" 7.73"	" 7.68"	"Tery_2904"	"gene2926"	"CDS"	4514600	4516228	"-"	"CP000393.1"	"bacterial peptide chain release factor 3 (bRF-3)"	"TIGRFAM: peptide chain release factor 3  small GTP-binding protein~PFAM: protein synthesis factor%2C GTP-binding elongation factor Tu%2C domain 2~KEGG: ava:Ava_3298 peptide chain release factor 3"	"InterPro:IPR000795,InterPro:IPR004161,InterPro:IPR004548,InterPro:IPR005225,NCBI_GP:ABG52072.1"
"Tery_2053"	92.0066875004317	81.376027004606	88.8319042389001	107.399522888555	0.151594944869307	0.324629971137625	0.466977661791553	0.640515860149447	0.890899332753322	68	150	91	66	77	164	62	"    18.65"	"    23.07"	"    16.67"	"    21.74"	"    13.99"	"    29.38"	"    17.48"	" 4.30"	" 4.59"	" 4.14"	" 4.51"	" 3.91"	" 4.93"	" 4.21"	"Tery_2053"	"gene2069"	"CDS"	3202236	3202901	"+"	"CP000393.1"	"Methyltransferase type 11"	"PFAM: Methyltransferase type 11~KEGG: ava:Ava_1977 hypothetical protein"	"InterPro:IPR013216,NCBI_GP:ABG51294.1"
"Tery_2568"	442.810969975505	428.091710118388	459.525336335557	432.458680292544	0.101540578734149	0.217379865556459	0.467111240842021	0.640420292264897	0.890899332753322	371	574	612	286	516	467	372	"   101.75"	"    88.30"	"   112.14"	"    94.23"	"    93.72"	"    83.66"	"   104.86"	" 6.68"	" 6.48"	" 6.82"	" 6.57"	" 6.57"	" 6.40"	" 6.73"	"Tery_2568"	"gene2589"	"CDS"	3966099	3966605	"-"	"CP000393.1"	"protein of unknown function DUF151"	"PFAM: protein of unknown function DUF151~KEGG: ava:Ava_1415 protein of unknown function DUF151"	"InterPro:IPR003729,NCBI_GP:ABG51767.1"
"Tery_0817"	59.9511991791486	53.8540934455504	60.3114527548819	65.5079245491468	0.165224220248479	0.355831442046957	0.46433282932506	0.6424093066976	0.891843846576026	63	61	71	42	54	95	41	"    17.28"	"     9.38"	"    13.01"	"    13.84"	"     9.81"	"    17.02"	"    11.56"	" 4.19"	" 3.38"	" 3.81"	" 3.89"	" 3.43"	" 4.17"	" 3.65"	"Tery_0817"	"gene823"	"CDS"	1297259	1298641	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_A0010 hypothetical protein"	"InterPro:IPR001128,InterPro:IPR002035,NCBI_GP:ABG50233.1"
"Tery_1294"	444.337305961748	427.238188657125	456.195334560938	443.649380367588	0.0926079050083669	0.199386812531594	0.464463541156679	0.642315674815041	0.891843846576026	383	605	556	281	523	567	326	"   105.04"	"    93.07"	"   101.88"	"    92.58"	"    94.99"	"   101.57"	"    91.89"	" 6.73"	" 6.56"	" 6.68"	" 6.55"	" 6.58"	" 6.68"	" 6.54"	"Tery_1294"	"gene1301"	"CDS"	1975139	1976026	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all3872 unknown protein"	"NCBI_GP:ABG50625.1"
"Tery_0420"	583.756266065586	505.821070507213	545.391994656329	719.237868737843	0.10615563434189	0.231083828376147	0.459381494100467	0.645960235157879	0.893059481739357	445	652	744	319	644	743	640	"   122.04"	"   100.30"	"   136.32"	"   105.10"	"   116.97"	"   133.10"	"   180.41"	" 6.94"	" 6.66"	" 7.10"	" 6.73"	" 6.88"	" 7.07"	" 7.50"	"Tery_0420"	"gene424"	"CDS"	663633	663986	"+"	"CP000393.1"	"Glyoxalase/bleomycin resistance protein/dioxygenase"	"PFAM: Glyoxalase/bleomycin resistance protein/dioxygenase~KEGG: gvi:glr3633 hypothetical protein"	"InterPro:IPR004360,InterPro:IPR004361,NCBI_GP:ABG49882.1"
"Tery_0508"	45.7312696557764	43.5852380797156	49.0965827355143	42.8293316122304	0.156227019327239	0.340025492622908	0.459456784025591	0.645906179079086	0.893059481739357	36	73	61	25	60	46	37	"     9.87"	"    11.23"	"    11.18"	"     8.24"	"    10.90"	"     8.24"	"    10.43"	" 3.44"	" 3.61"	" 3.61"	" 3.21"	" 3.57"	" 3.21"	" 3.51"	"Tery_0508"	"gene512"	"CDS"	810760	811599	"+"	"CP000393.1"	"peptidase M48%2C Ste24p"	"PFAM: peptidase M48%2C Ste24p~KEGG: hch:HCH_01586 putative Zn-dependent protease%2C contains TPR repeats"	"InterPro:IPR001915,NCBI_GP:ABG49963.1"
"Tery_1516"	156.045164690665	148.060084176215	159.357703747109	159.061436620449	0.111389702591443	0.24365371803149	0.457163976365207	0.647553188862259	0.893392418602335	138	216	184	108	162	211	112	"    37.85"	"    33.23"	"    33.71"	"    35.58"	"    29.42"	"    37.80"	"    31.57"	" 5.28"	" 5.10"	" 5.12"	" 5.19"	" 4.93"	" 5.28"	" 5.03"	"Tery_1516"	"gene1524"	"CDS"	2304394	2305170	"+"	"CP000393.1"	"phage Gp37Gp68"	"PFAM: phage Gp37Gp68~KEGG: ava:Ava_0170 phage Gp37Gp68"	"InterPro:IPR011101,NCBI_GP:ABG50801.1"
"Tery_2355"	297.510204408377	264.769191197837	289.215501458386	342.693272043904	0.137191777246478	0.299564293202884	0.45797106116904	0.646973232213734	0.893392418602335	267	397	305	236	212	493	217	"    73.22"	"    61.07"	"    55.89"	"    77.75"	"    38.51"	"    88.32"	"    61.17"	" 6.21"	" 5.96"	" 5.83"	" 6.30"	" 5.30"	" 6.48"	" 5.96"	"Tery_2355"	"gene2375"	"CDS"	3640631	3642940	"-"	"CP000393.1"	"protein of unknown function DUF181"	"TIGRFAM: uncharacterized domain~PFAM: protein of unknown function DUF181~KEGG: plt:Plut_0880 protein of unknown function DUF181"	"InterPro:IPR003776,NCBI_GP:ABG51575.1"
"Tery_2838"	96.2308039838825	91.3089021473607	99.4105737240089	96.3830512102146	0.124877143996919	0.273245658015254	0.457014193396432	0.647660843768904	0.893392418602335	89	121	122	66	101	115	76	"    24.41"	"    18.61"	"    22.35"	"    21.74"	"    18.34"	"    20.60"	"    21.42"	" 4.67"	" 4.29"	" 4.55"	" 4.51"	" 4.27"	" 4.43"	" 4.49"	"Tery_2838"	"gene2860"	"CDS"	4410979	4411827	"-"	"CP000393.1"	"Carboxylesterase"	"PFAM: putative esterase~KEGG: ava:Ava_1087 putative esterase"	"InterPro:IPR000379,InterPro:IPR000801,NCBI_GP:ABG52012.1"
"Tery_3697"	258.179802790192	247.542710835304	266.802657040551	255.882613369543	0.113069898537412	0.246723070044994	0.458286687648592	0.646746486973165	0.893392418602335	235	382	285	186	261	365	164	"    64.45"	"    58.76"	"    52.22"	"    61.28"	"    47.40"	"    65.39"	"    46.23"	" 6.03"	" 5.90"	" 5.73"	" 5.96"	" 5.60"	" 6.05"	" 5.56"	"Tery_3697"	"gene3730"	"CDS"	5678844	5680253	"-"	"CP000393.1"	"Phospholipid/glycerol acyltransferase"	"SMART: Phospholipid/glycerol acyltransferase~KEGG: ava:Ava_2310 phospholipid/glycerol acyltransferase"	"InterPro:IPR002123,NCBI_GP:ABG52757.1"
"Tery_3519"	90.0772791861238	92.7315285788706	100.641337838081	71.5769418154416	0.125610250391534	0.275554220913628	0.455845858484986	0.64850082477482	0.893629081550843	89	131	118	69	99	94	51	"    24.41"	"    20.15"	"    21.62"	"    22.73"	"    17.98"	"    16.84"	"    14.38"	" 4.67"	" 4.40"	" 4.50"	" 4.57"	" 4.25"	" 4.16"	" 3.94"	"Tery_3519"	"gene3549"	"CDS"	5422333	5423190	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr1959 hypothetical protein"	"NCBI_GP:ABG52609.1"
"Tery_3999"	844.817117348179	845.527292904013	911.078033064394	744.715568218022	0.106472388458442	0.233962355348609	0.455083418440526	0.649049226714624	0.893629081550843	695	1340	1104	512	1115	704	704	"   190.60"	"   206.13"	"   202.29"	"   168.69"	"   202.52"	"   126.12"	"   198.45"	" 7.58"	" 7.69"	" 7.67"	" 7.41"	" 7.67"	" 6.99"	" 7.64"	"Tery_3999"	"gene4038"	"CDS"	6188150	6189205	"-"	"CP000393.1"	"adenylate/guanylate cyclase"	"PFAM: adenylyl cyclase class-3/4/guanylyl cyclase response regulator receiver~KEGG: bja:blr2288 two-component hybrid sensor and regulator"	"InterPro:IPR001054,InterPro:IPR001789,NCBI_GP:ABG53022.1"
"Tery_3175"	47.7163054762802	48.9394915944568	53.3849641741197	37.9901313113443	0.152122644957903	0.334876677197791	0.454264675076351	0.649638337975004	0.894084429845487	35	80	72	36	53	50	27	"     9.60"	"    12.31"	"    13.19"	"    11.86"	"     9.63"	"     8.96"	"     7.61"	" 3.41"	" 3.73"	" 3.83"	" 3.68"	" 3.41"	" 3.32"	" 3.11"	"Tery_3175"	"gene3203"	"CDS"	4849313	4849498	"+"	"CP000393.1"	"putative transposase gene of IS630 family insertion sequence ISY508b"	"KEGG: syn:slr1282 putative transposase gene of IS630 family insertion sequence ISY508b"	"NCBI_GP:ABG52302.1"
"Tery_4327"	11913.5544129208	10387.2751787405	11284.0534644173	14384.0850698564	0.119492004664298	0.26362464638747	0.453265680207575	0.650357442583213	0.894176136689351	6611	17775	15667	6271	13732	21539	8573	"  1813.07"	"  2734.31"	"  2870.70"	"  2066.09"	"  2494.12"	"  3858.52"	"  2416.61"	"10.83"	"11.42"	"11.49"	"11.01"	"11.28"	"11.91"	"11.24"	"Tery_4327"	"gene4369"	"CDS"	6670078	6671712	"+"	"CP000393.1"	"chaperonin GroEL"	"TIGRFAM: chaperonin GroEL~PFAM: chaperonin Cpn60/TCP-1~KEGG: ana:alr3662 chaperonin GroEL"	"InterPro:IPR001844,InterPro:IPR002423,InterPro:IPR012723,NCBI_GP:ABG53320.1"
"Tery_1947"	223.91015751143	216.037586460951	231.620028970912	220.217921372687	0.0992702243527307	0.219716078962778	0.451811377762426	0.65140487241446	0.895052882421478	195	341	253	144	261	278	164	"    53.48"	"    52.46"	"    46.36"	"    47.44"	"    47.40"	"    49.80"	"    46.23"	" 5.77"	" 5.74"	" 5.57"	" 5.60"	" 5.60"	" 5.67"	" 5.56"	"Tery_1947"	"gene1959"	"CDS"	3018030	3019724	"-"	"CP000393.1"	"Tetratricopeptide TPR_2"	"PFAM: TPR repeat Tetratricopeptide TPR_3 Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: mba:Mbar_A2604 TPR repeat"	"InterPro:IPR001440,InterPro:IPR011716,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG51201.1"
"Tery_0754"	263.218298849687	259.570988820383	278.044745429711	244.625939008955	0.0989083870777052	0.221287308585102	0.446968186789019	0.654898029983278	0.89779702299162	225	361	358	175	310	268	208	"    61.71"	"    55.53"	"    65.60"	"    57.66"	"    56.30"	"    48.01"	"    58.63"	" 5.97"	" 5.82"	" 6.06"	" 5.87"	" 5.84"	" 5.61"	" 5.90"	"Tery_0754"	"gene760"	"CDS"	1213485	1213853	"+"	"CP000393.1"	"ferredoxin (2Fe-2S)"	"TIGRFAM: ferredoxin [2Fe-2S]~PFAM: ferredoxin~KEGG: ava:Ava_0981 ferredoxin (2Fe-2S)"	"InterPro:IPR001041,InterPro:IPR006058,InterPro:IPR010241,NCBI_GP:ABG50182.1"
"Tery_2800"	966.001896439151	889.836327150173	952.114900540133	1062.99795957666	0.0983576387288505	0.219665721876301	0.447760523984885	0.654326036129168	0.89779702299162	620	1514	1217	565	1126	1433	734	"   170.04"	"   232.90"	"   222.99"	"   186.15"	"   204.51"	"   256.71"	"   206.90"	" 7.42"	" 7.87"	" 7.81"	" 7.55"	" 7.68"	" 8.01"	" 7.70"	"Tery_2800"	"gene2823"	"CDS"	4342197	4343225	"-"	"CP000393.1"	"rare lipoprotein A"	"TIGRFAM: rare lipoprotein A~PFAM: Rare lipoprotein A~KEGG: ana:alr2935 putative rare lipoprotein A"	"InterPro:IPR005132,InterPro:IPR012997,NCBI_GP:ABG51976.1"
"Tery_3766"	1696.96215714393	1623.2572845973	1724.28296608771	1729.68581627488	0.0874553029962946	0.195879957084461	0.446473974662884	0.655254907847914	0.89779702299162	1182	2651	2192	1039	2039	2081	1353	"   324.16"	"   407.80"	"   401.64"	"   342.32"	"   370.34"	"   372.79"	"   381.39"	" 8.35"	" 8.68"	" 8.65"	" 8.42"	" 8.54"	" 8.55"	" 8.58"	"Tery_3766"	"gene3802"	"CDS"	5788222	5789493	"-"	"CP000393.1"	"cell division protein FtsZ"	"TIGRFAM: cell division protein FtsZ~PFAM: Tubulin/FtsZ%2C GTPase  Tubulin/FtsZ-like~KEGG: ava:Ava_1837 cell division protein FtsZ"	"InterPro:IPR000158,InterPro:IPR003008,InterPro:IPR008280,NCBI_GP:ABG52815.1"
"Tery_4190"	192.010081874902	179.073721166636	193.500612790602	202.710646209618	0.123223951986029	0.275781504400831	0.446817317404037	0.65500696663572	0.89779702299162	183	252	209	151	159	259	149	"    50.19"	"    38.76"	"    38.30"	"    49.75"	"    28.88"	"    46.40"	"    42.00"	" 5.68"	" 5.31"	" 5.30"	" 5.67"	" 4.90"	" 5.57"	" 5.43"	"Tery_4190"	"gene4232"	"CDS"	6458807	6460912	"+"	"CP000393.1"	"exonuclease RecJ"	"TIGRFAM: single-stranded-DNA-specific exonuclease RecJ~PFAM: phosphoesterase%2C RecJ-like phosphoesterase%2C DHHA1~KEGG: ava:Ava_2372 RecJ exonuclease"	"InterPro:IPR001667,InterPro:IPR003156,InterPro:IPR004610,NCBI_GP:ABG53194.1"
"Tery_4719"	173.510181595228	158.71729946185	171.56521921263	191.220507302505	0.107510208403466	0.240760668786388	0.446543901648873	0.655204407755228	0.89779702299162	150	242	188	104	195	261	130	"    41.14"	"    37.23"	"    34.45"	"    34.26"	"    35.42"	"    46.76"	"    36.65"	" 5.40"	" 5.26"	" 5.15"	" 5.14"	" 5.19"	" 5.58"	" 5.23"	"Tery_4719"	"gene4763"	"CDS"	7243092	7244867	"+"	"CP000393.1"	"extracellular solute-binding protein%2C family 5"	"PFAM: extracellular solute-binding protein%2C family 5~KEGG: ana:alr3884 oligopeptide transport system substrate-binding protein"	"InterPro:IPR000914,NCBI_GP:ABG53682.1"
