""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_4312"	208.559481693672	200.647058351106	225.951225047751	190.38429000512	0.166987740581734	0.240719508943652	0.693702564094307	0.487868757671274	0.81245082910155	193	318	255	129	251	191	173	"    52.93"	"    48.92"	"    46.72"	"    42.50"	"    45.59"	"    34.22"	"    48.77"	" 5.7263"	" 5.6126"	" 5.5464"	" 5.4098"	" 5.5109"	" 5.0970"	" 5.6081"	"Tery_4312"	"gene4354"	"CDS"	6650224	6650817	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4490 hypothetical protein"	"NCBI_GP:ABG53307.1"
"Tery_1163"	544.718756302583	608.873834148639	551.330052299921	470.646734460521	-0.145699876804005	0.210265359577692	-0.692933334794836	0.488351388894417	0.812885902094423	432	818	645	367	806	508	405	"   118.48"	"   125.83"	"   118.18"	"   120.91"	"   146.39"	"    91.00"	"   114.16"	" 6.8886"	" 6.9755"	" 6.8850"	" 6.9180"	" 7.1938"	" 6.5080"	" 6.8351"	"Tery_1163"	"gene1169"	"CDS"	1823465	1824130	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4586 hypothetical protein"	"NCBI_GP:ABG50524.1"
"Tery_1744"	66.5717759365807	62.1057075318133	72.5687808209979	62.0423370147221	0.208121359257738	0.300813634986044	0.691861455240861	0.489024338552822	0.813637232064324	59	99	89	37	83	66	54	"    16.18"	"    15.23"	"    16.31"	"    12.19"	"    15.08"	"    11.82"	"    15.22"	" 4.0171"	" 3.9297"	" 4.0284"	" 3.6088"	" 3.9151"	" 3.5648"	" 3.9290"	"Tery_1744"	"gene1754"	"CDS"	2657404	2657994	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_0373 hypothetical protein"	"NCBI_GP:ABG51004.1"
"Tery_2857"	125.511733308581	139.679560759788	124.431376993213	112.964440330426	-0.181341952586746	0.262266311006414	-0.691442038021844	0.489287793861789	0.813706874574497	121	159	132	88	178	127	94	"    33.18"	"    24.46"	"    24.19"	"    28.99"	"    32.33"	"    22.75"	"    26.50"	" 5.0529"	" 4.6129"	" 4.5967"	" 4.8581"	" 5.0152"	" 4.5085"	" 4.7283"	"Tery_2857"	"gene2879"	"CDS"	4448673	4454090	"-"	"CP000393.1"	"adenylate/guanylate cyclase"	"PFAM: protein kinase adenylyl cyclase class-3/4/guanylyl cyclase  GAF~SMART: Tyrosine protein kinase Serine/threonine protein kinase~KEGG: ana:alr2258 serine/threonine kinase with two-component sensor domain"	"InterPro:IPR000719,InterPro:IPR001054,InterPro:IPR001245,InterPro:IPR002290,InterPro:IPR003018,NCBI_GP:ABG52031.1"
"Tery_1504"	487.459163521218	444.309705835244	494.714211078365	519.726049871471	0.159062204663271	0.230270137921893	0.6907634923866	0.48971418148975	0.814047294898307	357	743	617	317	499	751	327	"    97.91"	"   114.29"	"   113.05"	"   104.44"	"    90.63"	"   134.53"	"    92.18"	" 6.6135"	" 6.8367"	" 6.8210"	" 6.7067"	" 6.5021"	" 7.0719"	" 6.5265"	"Tery_1504"	"gene1512"	"CDS"	2287727	2288308	"-"	"CP000393.1"	"Thioredoxin domain"	"PFAM: Thioredoxin domain~KEGG: ava:Ava_0338 thioredoxin-related"	"InterPro:IPR006662,InterPro:IPR006663,InterPro:IPR013766,NCBI_GP:ABG50790.1"
"Tery_2602"	172.049058113083	154.656763048455	181.937503173795	174.608685586643	0.224086750943031	0.324601110813764	0.69034499106073	0.489977260951172	0.814116064349639	108	286	251	71	245	162	167	"    29.62"	"    44.00"	"    45.99"	"    23.39"	"    44.50"	"    29.02"	"    47.07"	" 4.8889"	" 5.4596"	" 5.5236"	" 4.5486"	" 5.4760"	" 4.8595"	" 5.5572"	"Tery_2602"	"gene2623"	"CDS"	4019274	4019906	"-"	"CP000393.1"	"Prolyl 4-hydroxylase%2C alpha subunit"	"SMART: Prolyl 4-hydroxylase%2C alpha subunit~KEGG: bte:BTH_II1705 oxidoreductase domain protein"	"InterPro:IPR006620,NCBI_GP:ABG51797.1"
"Tery_1481"	759.61497195466	724.936218613697	799.119755076751	735.036550612488	0.140271523217929	0.203393343648371	0.68965641009586	0.490410284044931	0.814218442538669	705	1112	879	498	849	987	510	"   193.35"	"   171.06"	"   161.06"	"   164.07"	"   154.20"	"   176.81"	"   143.76"	" 7.5951"	" 7.4184"	" 7.3316"	" 7.3583"	" 7.2688"	" 7.4662"	" 7.1676"	"Tery_1481"	"gene1489"	"CDS"	2251946	2253229	"-"	"CP000393.1"	"sulfotransferase"	"PFAM: sulfotransferase~KEGG: cfa:489788 similar to tyrosylprotein sulfotransferase 1"	"InterPro:IPR000863,NCBI_GP:ABG50770.1"
"Tery_3305"	1400.96023198849	1218.60227771141	1396.55050289859	1589.9327799004	0.195940500892166	0.284219635099051	0.689398186103084	0.490572724596088	0.814218442538669	868	2096	1952	675	1721	1375	1584	"   238.05"	"   322.43"	"   357.67"	"   222.39"	"   312.58"	"   246.32"	"   446.51"	" 7.8952"	" 8.3329"	" 8.4825"	" 7.7970"	" 8.2881"	" 7.9444"	" 8.8026"	"Tery_3305"	"gene3333"	"CDS"	5068307	5070214	"+"	"CP000393.1"	"RNA-directed DNA polymerase"	"PFAM: RNA-directed DNA polymerase (Reverse transcriptase)  HNH endonuclease  Group II intron%2C maturase-specific~SMART: HNH nuclease~KEGG: ana:alr8560 reverse transcriptase homolog"	"InterPro:IPR000477,InterPro:IPR002711,InterPro:IPR003615,InterPro:IPR013597,NCBI_GP:ABG52411.1"
"Tery_4518"	487.547721847229	503.182072572455	448.752320492365	530.106473154299	-0.162518921125864	0.235811696930831	-0.689189396629188	0.490704088599693	0.814218442538669	325	605	616	353	576	770	331	"    89.13"	"    93.07"	"   112.87"	"   116.30"	"   104.62"	"   137.94"	"    93.30"	" 6.4780"	" 6.5403"	" 6.8187"	" 6.8619"	" 6.7091"	" 7.1080"	" 6.5440"	"Tery_4518"	"gene4562"	"CDS"	6972389	6973681	"-"	"CP000393.1"	"C-terminal processing peptidase-2. Serine peptidase. MEROPS family S41A"	"KEGG: ana:all2500 carboxyl-terminal protease~TIGRFAM: carboxyl-terminal protease~PFAM: PDZ/DHR/GLGF  peptidase S41"	"InterPro:IPR001478,InterPro:IPR004447,InterPro:IPR005151,NCBI_GP:ABG53502.1"
"Tery_2656"	739.299804479648	798.838167336296	716.385748728621	714.13252524954	-0.158067554684055	0.230036799918125	-0.687140295554081	0.491994323538105	0.815073155494299	511	1055	920	479	1062	710	653	"   140.14"	"   162.29"	"   168.57"	"   157.81"	"   192.89"	"   127.19"	"   184.07"	" 7.1308"	" 7.3425"	" 7.3973"	" 7.3022"	" 7.5917"	" 6.9910"	" 7.5242"	"Tery_2656"	"gene2677"	"CDS"	4114448	4116106	"+"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related~SMART: ATPase~KEGG: ava:Ava_4993 ABC transporter-like"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,NCBI_GP:ABG51850.1"
"Tery_R0045"	439.641186628113	410.760742350632	250.221150663335	752.65168485276	-0.715487463550919	1.04115682793111	-0.687204313852189	0.49195398631433	0.815073155494299	247	132	418	296	456	186	1044	"    67.74"	"    20.31"	"    76.59"	"    97.52"	"    82.82"	"    33.32"	"   294.29"	" 6.0821"	" 4.3445"	" 6.2593"	" 6.6078"	" 6.3721"	" 5.0588"	" 8.2011"	"Tery_R0045"	"gene4207"	"tRNA"	6426812	6426883	"+"	"CP000393.1"	"tRNA-Cys"	NA	NA
"Tery_4166"	34.1922555538515	31.065744698923	37.5267933208288	32.316959758314	0.261927206126851	0.38074138926083	0.687939933810074	0.491490607660575	0.815073155494299	35	48	42	21	37	33	29	"     9.60"	"     7.38"	"     7.70"	"     6.92"	"     6.72"	"     5.91"	"     8.17"	" 3.2643"	" 2.8863"	" 2.9459"	" 2.7926"	" 2.7507"	" 2.5660"	" 3.0329"	"Tery_4166"	"gene4208"	"CDS"	6427319	6427924	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53172.1"
"Tery_4304"	236.478843137608	258.147818412437	228.263583632066	227.132757121091	-0.173462072943617	0.252635822255552	-0.686609172820128	0.492329046537679	0.815073155494299	219	290	248	204	254	268	181	"    60.06"	"    44.61"	"    45.44"	"    67.21"	"    46.13"	"    48.01"	"    51.02"	" 5.9086"	" 5.4796"	" 5.5063"	" 6.0708"	" 5.5281"	" 5.5856"	" 5.6733"	"Tery_4304"	"gene4346"	"CDS"	6633517	6636105	"-"	"CP000393.1"	"protein of unknown function DUF323"	"PFAM: protein of unknown function DUF323~KEGG: ana:all3226 hypothetical protein"	"InterPro:IPR005532,NCBI_GP:ABG53299.1"
"Tery_4645"	716.276188977923	586.056711665578	674.062232140213	909.816601546832	0.206981006318	0.301357347127243	0.686829135878364	0.492190407089804	0.815073155494299	541	978	788	517	479	1426	502	"   148.37"	"   150.44"	"   144.39"	"   170.33"	"    87.00"	"   255.45"	"   141.51"	" 7.2131"	" 7.2332"	" 7.1739"	" 7.4123"	" 6.4431"	" 7.9970"	" 7.1448"	"Tery_4645"	"gene4689"	"CDS"	7141761	7143971	"-"	"CP000393.1"	"Transketolase%2C central region"	"PFAM: Transketolase%2C central region~KEGG: ava:Ava_4264 transketolase%2C central region"	"InterPro:IPR005475,NCBI_GP:ABG53616.1"
"Tery_0555"	311.077194078526	342.939019214965	308.8164606162	282.606469135576	-0.151412679696495	0.22139481146281	-0.683903469535144	0.494036123016138	0.815326132006858	241	427	389	226	419	397	185	"    66.09"	"    65.68"	"    71.28"	"    74.46"	"    76.10"	"    71.12"	"    52.15"	" 6.0467"	" 6.0377"	" 6.1556"	" 6.2186"	" 6.2501"	" 6.1524"	" 5.7048"	"Tery_0555"	"gene560"	"CDS"	871952	873634	"-"	"CP000393.1"	"Tetratricopeptide region"	"SMART: Tetratricopeptide region~KEGG: noc:Noc_1851 TPR repeat protein"	"InterPro:IPR013026,NCBI_GP:ABG50003.1"
"Tery_1021"	269.389672535785	247.310674041009	277.256335965822	279.668675885504	0.155757999314775	0.227562561182151	0.684462323264586	0.493683272924624	0.815326132006858	226	420	304	141	342	344	214	"    61.98"	"    64.61"	"    55.70"	"    46.45"	"    62.12"	"    61.62"	"    60.32"	" 5.9540"	" 6.0139"	" 5.7999"	" 5.5381"	" 5.9571"	" 5.9457"	" 5.9149"	"Tery_1021"	"gene1027"	"CDS"	1594183	1594482	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50397.1"
"Tery_2726"	49.7546323891309	54.3197989634489	46.7794412190593	49.6522525699204	-0.228408163773584	0.332964405434352	-0.685983726926083	0.492723370202356	0.815326132006858	43	59	54	36	66	50	45	"    11.79"	"     9.08"	"     9.89"	"    11.86"	"    11.99"	"     8.96"	"    12.68"	" 3.5611"	" 3.1836"	" 3.3081"	" 3.5693"	" 3.5847"	" 3.1646"	" 3.6662"	"Tery_2726"	"gene2749"	"CDS"	4224522	4225331	"+"	"CP000393.1"	"DNA/RNA non-specific endonuclease"	"PFAM: DNA/RNA non-specific endonuclease~KEGG: ava:Ava_B0336 DNA/RNA non-specific endonuclease"	"InterPro:IPR001604,NCBI_GP:ABG51911.1"
"Tery_3762"	261.324782047264	284.920717915452	257.422547719838	243.582197670214	-0.153589866523538	0.224490809444675	-0.684169952896845	0.493867853434883	0.815326132006858	201	381	303	163	393	286	195	"    55.12"	"    58.61"	"    55.52"	"    53.70"	"    71.38"	"    51.23"	"    54.97"	" 5.7849"	" 5.8733"	" 5.7952"	" 5.7472"	" 6.1576"	" 5.6793"	" 5.7808"	"Tery_3762"	"gene3798"	"CDS"	5784151	5784537	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr4922 unknown protein"	"NCBI_GP:ABG52813.1"
"Tery_3891"	120.852887797935	130.497079614165	114.032708804433	121.438964471959	-0.207588469167303	0.302809755404002	-0.685540889824844	0.493002667181298	0.815326132006858	93	143	150	73	183	105	121	"    25.51"	"    22.00"	"    27.48"	"    24.05"	"    33.24"	"    18.81"	"    34.11"	" 4.6733"	" 4.4599"	" 4.7811"	" 4.5886"	" 5.0552"	" 4.2342"	" 5.0925"	"Tery_3891"	"gene3929"	"CDS"	6016372	6016554	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: gvi:gll1628 putative transposase"	"NCBI_GP:ABG52927.1"
"Tery_4093"	188.828197936336	187.377714949619	213.123324024356	153.835991791022	0.177239955329329	0.258732383627095	0.685031973364342	0.493323745081453	0.815326132006858	163	275	290	108	257	154	140	"    44.70"	"    42.30"	"    53.14"	"    35.58"	"    46.68"	"    27.59"	"    39.46"	" 5.4826"	" 5.4030"	" 5.7319"	" 5.1535"	" 5.5450"	" 4.7865"	" 5.3028"	"Tery_4093"	"gene4132"	"CDS"	6312853	6313887	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: pmm:PMM1447 hypothetical protein"	"NCBI_GP:ABG53101.1"
"Tery_4781"	226.986782266663	237.041002710519	211.951787594695	239.485053830759	-0.157040787027048	0.229422699324276	-0.684504137949664	0.493656877317584	0.815326132006858	178	298	244	172	261	325	164	"    48.82"	"    45.84"	"    44.71"	"    56.67"	"    47.40"	"    58.22"	"    46.23"	" 5.6096"	" 5.5189"	" 5.4828"	" 5.8247"	" 5.5673"	" 5.8637"	" 5.5310"	"Tery_4781"	"gene4825"	"CDS"	7344438	7346654	"+"	"CP000393.1"	"serine/threonine protein kinase with TPR repeats"	"PFAM: protein kinase TPR repeat Tetratricopeptide TPR_2~SMART: Serine/threonine protein kinase Tetratricopeptide region~KEGG: cyb:CYB_1515 tetratricopeptide repeat/protein kinase domain protein"	"InterPro:IPR000719,InterPro:IPR001440,InterPro:IPR002290,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG53733.1"
"Tery_2844"	126.211584604322	137.920410128762	121.339346840714	121.811115725294	-0.18328315158545	0.268769393859086	-0.681934609271559	0.495280299911311	0.817012246753969	114	182	112	100	152	147	95	"    31.26"	"    28.00"	"    20.52"	"    32.95"	"    27.61"	"    26.33"	"    26.78"	" 4.9669"	" 4.8077"	" 4.3598"	" 5.0425"	" 4.7875"	" 4.7194"	" 4.7436"	"Tery_2844"	"gene2866"	"CDS"	4423741	4424187	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52018.1"
"Tery_1258"	382.073984980925	400.595286437147	350.640367097737	410.703110349483	-0.191723137500634	0.282225219229984	-0.679326737786675	0.496930858557345	0.818044733327785	316	547	326	283	455	651	222	"    86.66"	"    84.14"	"    59.73"	"    93.24"	"    82.64"	"   116.62"	"    62.58"	" 6.4375"	" 6.3950"	" 5.9007"	" 6.5430"	" 6.3690"	" 6.8658"	" 5.9678"	"Tery_1258"	"gene1265"	"CDS"	1944502	1944867	"-"	"CP000393.1"	"membrane protein of unknown function"	"PFAM: membrane protein of unknown function~KEGG: syn:slr0284 hypothetical protein"	"InterPro:IPR007165,NCBI_GP:ABG50600.1"
"Tery_1680"	381.20481442714	385.9293704584	347.980764290246	426.316333601222	-0.150416962757761	0.221355284921082	-0.679527316510145	0.496803805482759	0.818044733327785	268	476	448	248	483	599	279	"    73.50"	"    73.22"	"    82.09"	"    81.71"	"    87.73"	"   107.31"	"    78.65"	" 6.1998"	" 6.1944"	" 6.3593"	" 6.3526"	" 6.4551"	" 6.7457"	" 6.2975"	"Tery_1680"	"gene1690"	"CDS"	2560492	2561721	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: syn:slr0386 hypothetical protein"	"InterPro:IPR001087,NCBI_GP:ABG50951.1"
"Tery_2239"	397.142945145628	418.185160818102	376.344094787649	407.299005010122	-0.151138354465772	0.222742893095163	-0.678532779949125	0.497433947099613	0.818044733327785	247	582	492	259	541	521	299	"    67.74"	"    89.53"	"    90.15"	"    85.33"	"    98.26"	"    93.33"	"    84.28"	" 6.0821"	" 6.4844"	" 6.4944"	" 6.4152"	" 6.6187"	" 6.5445"	" 6.3974"	"Tery_2239"	"gene2259"	"CDS"	3485910	3486572	"-"	"CP000393.1"	"PBS lyase HEAT-like repeat"	"PFAM: PBS lyase HEAT-like repeat~KEGG: ana:alr3814 phycocyanin alpha phycocyanobilin lyase related protein"	"InterPro:IPR004155,NCBI_GP:ABG51468.1"
"Tery_2380"	129.437012297666	117.486098849441	135.18148659305	132.771214302814	0.19225304721196	0.282823898512368	0.679762382964085	0.496654928798312	0.818044733327785	110	184	166	70	157	120	129	"    30.17"	"    28.30"	"    30.42"	"    23.06"	"    28.52"	"    21.50"	"    36.36"	" 4.9154"	" 4.8235"	" 4.9273"	" 4.5281"	" 4.8342"	" 4.4267"	" 5.1848"	"Tery_2380"	"gene2400"	"CDS"	3676730	3678637	"+"	"CP000393.1"	"GTP-binding protein%2C HSR1-related"	"PFAM: GTP-binding protein%2C HSR1-related~KEGG: ava:Ava_2089 small GTP-binding protein domain"	"InterPro:IPR001687,InterPro:IPR002917,NCBI_GP:ABG51600.1"
"Tery_2382"	325.030211104918	368.262694455783	331.202310967606	272.539577960022	-0.153594185122597	0.225877152028075	-0.679989913736413	0.496510847408076	0.818044733327785	230	504	421	225	482	295	234	"    63.08"	"    77.53"	"    77.14"	"    74.13"	"    87.54"	"    52.85"	"    65.96"	" 5.9793"	" 6.2769"	" 6.2696"	" 6.2122"	" 6.4521"	" 5.7240"	" 6.0438"	"Tery_2382"	"gene2402"	"CDS"	3679663	3680367	"+"	"CP000393.1"	"PBS lyase HEAT-like repeat"	"PFAM: HEAT domain containing protein PBS lyase HEAT-like repeat~KEGG: gvi:glr1257 phycocyanin alpha phycocyanobilin lyase related protein NblB homolog"	"InterPro:IPR000357,InterPro:IPR004155,NCBI_GP:ABG51602.1"
"Tery_4490"	351.975362065652	369.529813726442	333.749145268826	361.760235600102	-0.146034135326874	0.215178537557924	-0.678664968096843	0.497350167737616	0.818044733327785	256	477	414	246	447	500	242	"    70.21"	"    73.38"	"    75.86"	"    81.05"	"    81.19"	"    89.57"	"    68.22"	" 6.1338"	" 6.1974"	" 6.2454"	" 6.3409"	" 6.3434"	" 6.4851"	" 6.0923"	"Tery_4490"	"gene4533"	"CDS"	6928469	6929314	"+"	"CP000393.1"	"methionine aminopeptidase%2C type I"	"TIGRFAM: methionine aminopeptidase%2C type I~PFAM: peptidase M24~KEGG: ava:Ava_3676 methionine aminopeptidase"	"InterPro:IPR000994,InterPro:IPR001714,InterPro:IPR002467,NCBI_GP:ABG53476.1"
"Tery_4520"	34.9623828251255	32.0487194667854	38.8270781998978	32.0790031213071	0.261484282803879	0.385395622834171	0.678482752037874	0.497465656187621	0.818044733327785	32	66	36	19	43	34	28	"     8.78"	"    10.15"	"     6.60"	"     6.26"	"     7.81"	"     6.09"	"     7.89"	" 3.1352"	" 3.3452"	" 2.7239"	" 2.6484"	" 2.9672"	" 2.6090"	" 2.9824"	"Tery_4520"	"gene4564"	"CDS"	6975491	6975766	"-"	"CP000393.1"	"reverse transcriptase-like"	"KEGG: ana:alr8560 reverse transcriptase homolog"	"InterPro:IPR000477,NCBI_GP:ABG53503.1"
"Tery_3387"	296.64581787585	280.49760344829	319.84284785414	277.998487335975	0.183004298147388	0.269918387997316	0.67799863323579	0.497772559808243	0.818183007885348	244	420	430	156	395	253	269	"    66.92"	"    64.61"	"    78.79"	"    51.40"	"    71.74"	"    45.32"	"    75.83"	" 6.0645"	" 6.0139"	" 6.3001"	" 5.6839"	" 6.1650"	" 5.5025"	" 6.2448"	"Tery_3387"	"gene3416"	"CDS"	5191797	5192096	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1052 hypothetical protein"	"NCBI_GP:ABG52488.1"
"Tery_2499"	408.770464713248	392.654142696149	433.384390355809	387.965898266506	0.143770592174659	0.212295093386577	0.677220513584182	0.498266054238654	0.818627718641762	392	582	480	284	434	477	297	"   107.51"	"    89.53"	"    87.95"	"    93.57"	"    78.83"	"    85.45"	"    83.72"	" 6.7484"	" 6.4844"	" 6.4588"	" 6.5481"	" 6.3008"	" 6.4172"	" 6.3877"	"Tery_2499"	"gene2521"	"CDS"	3855819	3857666	"-"	"CP000393.1"	"diguanylate cyclase/phosphodiesterase"	"TIGRFAM: diguanylate cyclase~PFAM: conserved hypothetical protein EAL~KEGG: ana:all4897 hypothetical protein"	"InterPro:IPR000160,InterPro:IPR001633,NCBI_GP:ABG51706.1"
"Tery_2754"	68.9803702820517	63.062900433643	75.2324158496178	65.5197717791112	0.239335828466879	0.35371775116242	0.67662939640533	0.498641122939724	0.818877550731067	44	137	89	30	98	65	60	"    12.07"	"    21.07"	"    16.31"	"     9.88"	"    17.80"	"    11.64"	"    16.91"	" 3.5942"	" 4.3981"	" 4.0284"	" 3.3066"	" 4.1546"	" 3.5428"	" 4.0809"	"Tery_2754"	"gene2777"	"CDS"	4264767	4265138	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51937.1"
"Tery_0081"	60.35238749819	65.0543598471822	56.1350891115365	61.976362729178	-0.217025788875709	0.321284842983311	-0.675493393527384	0.499362347283975	0.818913497187898	56	77	53	47	72	69	52	"    15.36"	"    11.84"	"     9.71"	"    15.48"	"    13.08"	"    12.36"	"    14.66"	" 3.9419"	" 3.5674"	" 3.2811"	" 3.9537"	" 3.7101"	" 3.6289"	" 3.8746"	"Tery_0081"	"gene80"	"CDS"	110607	111539	"-"	"CP000393.1"	"conserved hypothetical protein"	"TIGRFAM: conserved hypothetical protein~PFAM: diacylglycerol kinase%2C catalytic region~KEGG: ana:alr2881 hypothetical protein"	"InterPro:IPR001206,InterPro:IPR005218,NCBI_GP:ABG49589.1"
"Tery_0136"	53.1432509283034	60.6830811003034	53.1675607922193	45.5669559604294	-0.220924070204314	0.327033668880736	-0.675539221880182	0.499333241105724	0.818913497187898	50	75	53	34	85	59	33	"    13.71"	"    11.54"	"     9.71"	"    11.20"	"    15.44"	"    10.57"	"     9.30"	" 3.7785"	" 3.5295"	" 3.2811"	" 3.4870"	" 3.9494"	" 3.4032"	" 3.2191"	"Tery_0136"	"gene135"	"CDS"	197814	198488	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: bfr:BF1769 hypothetical protein"	"NCBI_GP:ABG49631.1"
"Tery_0738"	752.642425486428	745.164274964756	819.652455699268	659.60553068884	0.135413672110237	0.200311885476451	0.676014165550633	0.499031651316307	0.818913497187898	741	1100	909	488	916	754	541	"   203.22"	"   169.21"	"   166.56"	"   160.78"	"   166.37"	"   135.07"	"   152.50"	" 7.6670"	" 7.4028"	" 7.3800"	" 7.3290"	" 7.3783"	" 7.0777"	" 7.2528"	"Tery_0738"	"gene743"	"CDS"	1191896	1193557	"+"	"CP000393.1"	"signal recognition particle-docking protein FtsY"	"KEGG: ava:Ava_0277 cell division transporter substrate-binding protein FtsY~TIGRFAM: signal recognition particle-docking protein FtsY~PFAM: GTP-binding signal recognition particle SRP54%2C G-domain~SMART: ATPase"	"InterPro:IPR000897,InterPro:IPR003593,InterPro:IPR004390,NCBI_GP:ABG50169.1"
"Tery_0807"	857.773382530482	768.987706187748	881.108180820338	911.55686143843	0.19599209664947	0.290402969693453	0.674897012438811	0.499741198755027	0.818913497187898	623	1074	1328	485	979	738	940	"   170.86"	"   165.21"	"   243.33"	"   159.79"	"   177.81"	"   132.21"	"   264.97"	" 7.4167"	" 7.3683"	" 7.9268"	" 7.3201"	" 7.4743"	" 7.0468"	" 8.0498"	"Tery_0807"	"gene813"	"CDS"	1282672	1283964	"-"	"CP000393.1"	"pentapeptide repeat"	"PFAM: pentapeptide repeat~KEGG: ana:all4152 hypothetical protein"	"InterPro:IPR001646,NCBI_GP:ABG50224.1"
"Tery_0858"	723.997775766246	808.227447386617	733.509493806752	625.500527085114	-0.140992555179691	0.208927707685854	-0.674838951431417	0.499778090195555	0.818913497187898	563	1082	881	502	1043	655	551	"   154.40"	"   166.44"	"   161.43"	"   165.39"	"   189.44"	"   117.34"	"   155.32"	" 7.2706"	" 7.3790"	" 7.3348"	" 7.3698"	" 7.5657"	" 6.8746"	" 7.2792"	"Tery_0858"	"gene864"	"CDS"	1357898	1359337	"-"	"CP000393.1"	"serine/threonine protein kinase with TPR repeats"	"PFAM: protein kinase TPR repeat Tetratricopeptide TPR_2~SMART: Tyrosine protein kinase Serine/threonine protein kinase Tetratricopeptide region~KEGG: ava:Ava_2528 serine/threonine protein kinase"	"InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR001440,InterPro:IPR002290,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG50266.1"
"Tery_0682"	359.689195443093	313.244337215486	350.572437359529	419.809190796047	0.163816030804037	0.242877518607378	0.674480008455837	0.500006191413995	0.818921826437194	219	504	507	198	398	561	293	"    60.06"	"    77.53"	"    92.90"	"    65.23"	"    72.29"	"   100.50"	"    82.59"	" 5.9086"	" 6.2769"	" 6.5377"	" 6.0278"	" 6.1759"	" 6.6512"	" 6.3681"	"Tery_0682"	"gene687"	"CDS"	1114288	1115352	"+"	"CP000393.1"	"D-fructose 1%2C6-bisphosphatase"	"PFAM: Inositol phosphatase/fructose-1%2C6-bisphosphatase~KEGG: ava:Ava_1680 fructose-1%2C6-bisphosphatase"	"InterPro:IPR000146,NCBI_GP:ABG50119.1"
"Tery_3399"	170.517408235087	182.61807628294	162.091451458586	171.055675351986	-0.172489844595256	0.255948390871873	-0.673924317350382	0.500359431139755	0.819135011656344	125	265	172	116	231	245	109	"    34.28"	"    40.76"	"    31.52"	"    38.22"	"    41.96"	"    43.89"	"    30.73"	" 5.0998"	" 5.3496"	" 4.9785"	" 5.2566"	" 5.3912"	" 5.4561"	" 4.9418"	"Tery_3399"	"gene3428"	"CDS"	5205556	5206647	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: lic:LIC10978 syringomycin channel-forming protein"	"NCBI_GP:ABG52500.1"
