#chromosome	start	end	baseMean_LFe
CP000393.1	3899425	3900138	514.20438504057
CP000393.1	7691880	7692713	381.121107742532
CP000393.1	4581356	4582321	40.951491380799105
CP000393.1	1652249	1653973	924.864716105633
CP000393.1	423919	424896	89.034801978332
CP000393.1	5057858	5058589	396.524613331689
CP000393.1	5614484	5614663	18.3363886627967
CP000393.1	6328589	6328903	899.425329272066
CP000393.1	5209139	5209786	825.660170281789
CP000393.1	2680177	2680371	11.2565372910317
CP000393.1	7522339	7522803	181.121713602847
CP000393.1	6832027	6832482	30.369413952771
CP000393.1	6166755	6166874	58.28355636583429
CP000393.1	4093142	4093627	161.015936549163
CP000393.1	4660869	4661345	1243.31769667939
CP000393.1	3447381	3447902	22.6314450001464
CP000393.1	5465054	5466169	311.816152190958
CP000393.1	7147493	7148251	125.647283928624
CP000393.1	5554346	5554651	21.155763869182103
CP000393.1	1730625	1730951	229.29281430321097
CP000393.1	882334	882663	10.6451221319747
CP000393.1	2386434	2388755	152.481491201652
CP000393.1	1142186	1143223	272.715729381418
CP000393.1	3209480	3210550	71.88892040397091
CP000393.1	6335523	6335828	172.940771000125
CP000393.1	6455375	6457474	297.904910394043
CP000393.1	631426	633651	120.759948590896
CP000393.1	3000891	3001781	161.936278574008
CP000393.1	5697711	5698598	1477.1615657329598
CP000393.1	1355925	1357523	27.090114263001798
CP000393.1	7042100	7043542	43.6181568728164
CP000393.1	1284895	1285095	305.388793066032
CP000393.1	6926796	6927317	198.597666787854
CP000393.1	1190971	1191594	439.224605007647
CP000393.1	6946280	6947062	670.298375388253
CP000393.1	3112190	3113221	2862.34874965784
CP000393.1	3672572	3675706	61.929839376496
CP000393.1	397560	398477	70.553424241986
CP000393.1	6935042	6935125	689.587088897874
CP000393.1	1501447	1501731	45.8715507851875
CP000393.1	4989560	4991563	1036.60624418391
CP000393.1	5420313	5421527	339.20203951310697
CP000393.1	2028123	2028449	58.335655431670894
CP000393.1	4169525	4170607	436.538591760239
CP000393.1	3646593	3646931	36.148028410413296
CP000393.1	3676730	3678637	131.317760144178
CP000393.1	750262	750672	787.1999066155361
CP000393.1	4679318	4679872	319.813843979092
CP000393.1	6222730	6223422	936.354005405103
CP000393.1	6333692	6334213	840.342262416781
CP000393.1	6658354	6659658	364.171537664883
CP000393.1	1409261	1410328	599.075829175309
CP000393.1	2748048	2748356	233.7504199773
CP000393.1	5214026	5214313	55.0005986883183
CP000393.1	7276607	7276858	96.222053180974
CP000393.1	3966897	3967622	94.7663511190885
CP000393.1	6496894	6497961	20.484167482047898
CP000393.1	849080	850216	706.255530992648
CP000393.1	3191151	3191852	48.871442139354706
CP000393.1	6674749	6675789	130.257426044495
CP000393.1	2235212	2236372	269.267329679109
CP000393.1	4201888	4202796	98.22489616044251
CP000393.1	1054463	1054726	18.7732286044768
CP000393.1	5573494	5573567	1932.35126743168
CP000393.1	3142381	3142728	1255.35802048251
CP000393.1	949911	952352	15.5614769164499
CP000393.1	3048340	3050928	855.7886182537981
CP000393.1	3224428	3226050	680.728654083435
CP000393.1	1527065	1528504	245.326008175901
CP000393.1	1844523	1847486	2493.75719470076
CP000393.1	356894	357769	112.955050641938
CP000393.1	417849	420950	65.4474546049189
CP000393.1	1601167	1601847	691.6780190438161
CP000393.1	3137164	3138645	17.4946990760972
CP000393.1	3676131	3676451	14.8439186455859
CP000393.1	3778206	3779021	188.39340726902302
CP000393.1	5590250	5590597	175.89589983299098
CP000393.1	585492	588713	124.63563951594801
CP000393.1	3352625	3352966	385.010861047083
CP000393.1	603834	605684	15.1374171439113
CP000393.1	2878439	2880205	128.574503046413
CP000393.1	7005014	7005349	622.443161447994
CP000393.1	4667958	4668866	232.330797735168
CP000393.1	5515788	5519246	1218.65127186215
CP000393.1	3425074	3425418	58.965255219564504
CP000393.1	5016574	5017668	1709.05249220809
CP000393.1	6323891	6324538	250.91052975611
CP000393.1	3062275	3063909	2345.95135582787
CP000393.1	1569547	1570164	637.28705954033
CP000393.1	2510404	2511453	26.963013818469502
CP000393.1	3912586	3914037	3938.87882837401
CP000393.1	4105693	4107018	22.810969785623804
CP000393.1	5360690	5361685	441.207895307519
CP000393.1	2472377	2472628	112.453045063238
CP000393.1	2852833	2853090	22.9238952867383
CP000393.1	6670078	6671712	10958.4597424345
CP000393.1	2288744	2289148	396.05438053676596
CP000393.1	6787016	6787294	460.347442099312
CP000393.1	5406523	5408379	1045.31109715905
CP000393.1	566682	567677	144.425647227898
CP000393.1	3026642	3027607	509.60667282143504
CP000393.1	5823462	5825531	2136.33875821036
CP000393.1	6436612	6437067	965.495665985522
CP000393.1	781534	783267	875.4974236927139
CP000393.1	1394263	1395375	66.8511537940358
CP000393.1	5387910	5388992	63.6151200428373
CP000393.1	4243094	4243852	161.08881477804502
CP000393.1	4860319	4862109	238.818654040974
CP000393.1	600305	603121	38.1977501781801
CP000393.1	4222509	4223261	71.6509802460505
CP000393.1	4259401	4260618	471.02061371420604
CP000393.1	4496681	4496827	70.92438153744791
CP000393.1	3274392	3275078	18.966997007234102
CP000393.1	7079991	7080179	1752.65915129066
CP000393.1	5437935	5440724	199.424069113192
CP000393.1	196262	197389	113.414908948624
CP000393.1	887761	889149	137.873936214438
CP000393.1	2470555	2472012	923.2108060632381
CP000393.1	2655837	2657066	237.241017654921
CP000393.1	4573381	4574745	1536.7674385214002
CP000393.1	4868630	4869316	24.004173026178197
CP000393.1	5267766	5267839	1618.34621177873
CP000393.1	5850161	5851720	1638.7003389173
CP000393.1	6859545	6860168	449.974590732786
CP000393.1	6040954	6041544	1707.84001563341
CP000393.1	6784360	6785442	823.062414176292
CP000393.1	3363039	3363776	478.14144252515
CP000393.1	1810140	1810895	319.050683033061
CP000393.1	478266	479129	388.411634550047
CP000393.1	6703129	6704442	2739.435420924
CP000393.1	4901297	4903483	199.985245470961
CP000393.1	1414773	1416365	53.079333964505
CP000393.1	3544888	3545535	385.805513962193
CP000393.1	802278	802730	101.281605220003
CP000393.1	3744329	3744562	844.702242800826
CP000393.1	4009524	4010216	33.090474367024896
CP000393.1	2209262	2209720	3608.9560559224396
CP000393.1	1222758	1223264	503.00348700930397
CP000393.1	3881068	3882018	870.040808423479
CP000393.1	4495869	4496225	199.991043714194
CP000393.1	5096954	5098195	368.154427946475
CP000393.1	7644229	7645377	20.5767131028807
CP000393.1	5218020	5219663	1000.4524462817099
CP000393.1	7635217	7636134	201.452000271371
CP000393.1	808988	809668	62.7355495538038
CP000393.1	2167779	2168330	112.642802626398
CP000393.1	2689465	2689677	174.83980817974302
CP000393.1	5836695	5839820	115.90419748334801
CP000393.1	6079121	6080560	110.80454020318001
CP000393.1	6300673	6301437	898.4440727254021
CP000393.1	961521	963302	614.9551698894651
CP000393.1	818923	820263	405.916847647792
CP000393.1	1004527	1006728	645.3717059684041
CP000393.1	1239818	1240066	185.16532851595102
CP000393.1	2227883	2228242	98.2163478496509
CP000393.1	2297560	2298819	901.9097832827802
CP000393.1	2329093	2329341	114.02787620225901
CP000393.1	3866500	3868455	638.484661870177
CP000393.1	3984008	3984250	95.3344333246172
CP000393.1	4913653	4917567	291.40905300293497
CP000393.1	5408697	5409788	1139.48832719549
CP000393.1	5702511	5702855	72.4438138768354
CP000393.1	6927382	6927819	241.534335314678
CP000393.1	7231455	7231844	563.722055477489
CP000393.1	1210324	1212036	94.96177440342501
CP000393.1	5186300	5187079	299.311641635046
CP000393.1	1615167	1615469	13.9423943548472
CP000393.1	791975	793528	484.261352768091
CP000393.1	3773152	3774237	41.8890270323994
CP000393.1	5030998	5032506	671.825177309987
CP000393.1	5631749	5632354	144.132189561479
CP000393.1	6027159	6028307	688.980706561718
CP000393.1	6410653	6411390	862.563526398506
CP000393.1	7395799	7396938	131.361968942002
CP000393.1	3016554	3017336	300.19694338979303
CP000393.1	2453967	2454782	323.99849589537996
CP000393.1	3498006	3498710	153.19479102393498
CP000393.1	1458463	1458756	257.184753233658
CP000393.1	2502921	2502994	1152.51093897101
CP000393.1	3520677	3522032	60.0032483502487
CP000393.1	4832651	4833178	713.0410077681059
CP000393.1	2285467	2285946	905.508047335486
CP000393.1	100518	101846	409.032996396365
CP000393.1	3779129	3779332	40.042856680363606
CP000393.1	3213305	3214297	58.596499006279004
CP000393.1	1091046	1093646	683.544770930451
CP000393.1	4661640	4662857	2077.06674721136
CP000393.1	5833654	5834811	824.283606756958
CP000393.1	3042694	3043569	3438.9684893117796
CP000393.1	6727533	6728279	162.959535077163
CP000393.1	4801313	4801606	41.8286631108654
CP000393.1	5105557	5108871	293.363914558206
CP000393.1	990764	992905	1463.1905750211401
CP000393.1	2317317	2317547	39.571252837886604
CP000393.1	3409177	3410082	209.324888584961
CP000393.1	980268	980867	186.25540471591
CP000393.1	3319524	3320183	88.7125738264236
CP000393.1	3583508	3583900	708.515084827009
CP000393.1	583692	585479	155.891737569396
CP000393.1	5701248	5701946	517.403422016421
CP000393.1	1594657	1595790	1112.6759539197901
CP000393.1	1721596	1723065	406.01633744910697
CP000393.1	4768222	4771032	70.2999884546536
CP000393.1	5442199	5443665	321.567200468271
CP000393.1	4951721	4953925	645.184712313144
CP000393.1	198506	199444	42.711753501902706
CP000393.1	1811022	1811618	364.414322623641
CP000393.1	913780	923676	709.9390438480299
CP000393.1	7146058	7146837	410.876004691258
CP000393.1	3116621	3117832	153.389408666253
CP000393.1	1190194	1190901	744.493335470553
CP000393.1	1296180	1296470	11.6494583243018
CP000393.1	71135	71347	46.0695644717587
CP000393.1	623997	626591	2111.44416004126
CP000393.1	1828262	1828981	2158.5911120770397
CP000393.1	1627718	1628632	271.763016116407
CP000393.1	1696856	1697746	900.991122392177
CP000393.1	4789405	4790532	372.583951060138
CP000393.1	7428607	7429086	11.6682048781881
CP000393.1	6816642	6817727	166.780155602261
CP000393.1	280981	281054	8663.77189288699
CP000393.1	5733996	5734433	29.9800536229397
CP000393.1	1051875	1053653	136.55458695965598
CP000393.1	6030966	6033395	104.165344388003
CP000393.1	2466637	2468106	712.309073602543
CP000393.1	3378982	3380412	64.5872523200189
CP000393.1	3755804	3758281	2559.8532486173604
CP000393.1	5550523	5551482	153.897145030928
CP000393.1	5668144	5669160	30.8213402173631
CP000393.1	2473654	2474316	53.536562817473005
CP000393.1	1875929	1876612	24.3837610011125
CP000393.1	6582942	6583523	14.0076224006965
CP000393.1	2454785	2455579	184.76351706511502
CP000393.1	3666894	3668879	14.6004372790887
CP000393.1	5203295	5204236	147.716473831894
CP000393.1	7719995	7721242	422.14984717947897
CP000393.1	3747165	3747437	537.129632051055
CP000393.1	5690362	5691576	212.583519306916
CP000393.1	1221650	1222027	320.10024357179003
CP000393.1	1371920	1375666	201.04313492119098
CP000393.1	2271384	2272046	169.737690537188
CP000393.1	1583042	1583944	984.6496049677401
CP000393.1	2447092	2447358	497.952235764878
CP000393.1	2335843	2336226	39.45856214861271
CP000393.1	2263346	2263981	351.93544170846803
CP000393.1	2336377	2337459	76.74629818752541
CP000393.1	4738906	4739259	10.6188666063761
CP000393.1	5266852	5267217	84.2946195084198
CP000393.1	6167268	6167498	64.1830087463411
CP000393.1	1058584	1058949	117.278851625492
CP000393.1	4107150	4107743	94.9381721866195
CP000393.1	5600692	5601420	206.52564618672199
CP000393.1	810760	811599	57.079817252324
CP000393.1	7118189	7119121	384.685188775606
CP000393.1	4834389	4834616	87.0435986914462
CP000393.1	5653497	5654852	130.092190086095
CP000393.1	320516	321466	151.369813582124
CP000393.1	6912651	6913448	2473.62196136001
CP000393.1	5191387	5191800	5429.20187444725
CP000393.1	76285	76875	29.588138545630198
CP000393.1	2130195	2130680	722.6097581790201
CP000393.1	2979022	2980677	672.361894025743
CP000393.1	5453262	5454149	1494.00045120538
CP000393.1	1525249	1525980	1029.0160890861698
CP000393.1	2394705	2397167	104.30086987637699
CP000393.1	4471576	4471779	4230.106619577371
CP000393.1	6804305	6804664	40.661138072787
CP000393.1	6869160	6870812	129.081617178658
CP000393.1	7721750	7722283	229.422086370879
CP000393.1	4129512	4130651	449.47358494696
CP000393.1	6090836	6093529	60.61284610748589
CP000393.1	1127118	1127594	358.852258776501
CP000393.1	7133643	7134593	1413.7551217056198
CP000393.1	5968655	5974453	306.973201228263
CP000393.1	4365954	4366712	63.8300497885594
CP000393.1	3229985	3230479	498.4572325515401
CP000393.1	3210893	3211867	18.828927449792303
CP000393.1	5404991	5405113	10744.8841092182
CP000393.1	6212390	6214834	282.594884082161
CP000393.1	1629979	1630473	999.92705337561
CP000393.1	3305146	3306342	55.3144708064469
CP000393.1	5936030	5937514	962.166798057455
CP000393.1	2772337	2773359	886.85697501775
CP000393.1	1114288	1115352	398.26427961916903
CP000393.1	5175033	5176229	2992.13428155555
CP000393.1	7686020	7686208	275.54966478346296
CP000393.1	6143635	6144861	1510.6450497634303
CP000393.1	6298181	6298846	193.057446131612
CP000393.1	7411295	7411717	531.63084190935
CP000393.1	1258410	1260767	2040.21196224256
CP000393.1	2389695	2390372	34.3373532264401
CP000393.1	3746220	3746495	79.92562555156941
CP000393.1	5223199	5226822	183.48636054481202
CP000393.1	6740979	6741560	698.946186489267
CP000393.1	7638584	7639378	12.703514621964601
CP000393.1	2921966	2923147	25.1067041830347
CP000393.1	6636392	6637150	85.3481905141017
CP000393.1	7238015	7239160	24.725549260345602
CP000393.1	2333973	2335067	521.874530458505
CP000393.1	2348274	2349449	183.63247530959498
CP000393.1	2670584	2670853	145.448860001128
CP000393.1	3944848	3946692	71.57744714283879
CP000393.1	4034054	4034458	135.065907067313
CP000393.1	5133312	5133779	330.675124802084
CP000393.1	6928469	6929314	374.577560649076
CP000393.1	2019402	2021213	139.884317266425
CP000393.1	413407	415158	736.284323450796
CP000393.1	5095641	5096858	314.493943809109
CP000393.1	6120621	6121061	2802.65734027451
CP000393.1	5804180	5804863	63.391673803899295
CP000393.1	6652210	6652848	391.62714118857
CP000393.1	3194858	3195511	230.272607062877
CP000393.1	2870485	2870898	47.174783788720596
CP000393.1	5115330	5116049	28.357700503382503
CP000393.1	995266	996087	126.414634005853
CP000393.1	1403156	1404088	187.484412979621
CP000393.1	6481410	6482798	145.898609349803
CP000393.1	94683	96173	2034.3596130081
CP000393.1	2299624	2300118	480.863977044256
CP000393.1	6218684	6218929	57.309422926576794
CP000393.1	6826231	6827475	172.948914865217
CP000393.1	1126763	1126903	125.319345562073
CP000393.1	4558552	4558815	11.9847343224766
CP000393.1	7114738	7115364	35.0323743349956
CP000393.1	4358134	4361091	33.3852715574343
CP000393.1	5988706	5989332	15.9363124789942
CP000393.1	3785863	3785935	1281.58923380125
CP000393.1	4268906	4269508	53.5172673575695
CP000393.1	2170544	2171125	857.6240152134669
CP000393.1	2379271	2381265	163.761336723543
CP000393.1	2675710	2676027	369.245411415875
CP000393.1	2726086	2727363	225.088620068204
CP000393.1	5067364	5067738	969.155345842007
CP000393.1	7252839	7253396	147.84815287459298
CP000393.1	5741588	5741659	1299.254450361
CP000393.1	6913662	6914867	2286.69059915647
CP000393.1	4523134	4523571	85.46312009903859
CP000393.1	4588813	4590948	129.15489869868
CP000393.1	7192118	7192819	60.252703557462794
CP000393.1	41475	41900	17.015314995074
CP000393.1	4113226	4113612	236.96272585004502
CP000393.1	4829515	4830492	1648.50351278206
CP000393.1	7647156	7647725	177.005125386117
CP000393.1	7463513	7463848	504.821141545688
CP000393.1	3772422	3772862	37.6435336769499
CP000393.1	6777124	6777501	118.440816279016
CP000393.1	3131900	3132613	212.60154911346802
CP000393.1	5102936	5103706	29.778476575583703
CP000393.1	2669092	2670216	1701.23974512474
CP000393.1	3961845	3962267	355.57414427067
CP000393.1	3271270	3271686	744.743465065764
CP000393.1	5954948	5955229	41.8136213756655
CP000393.1	3732458	3733939	111.429365358074
CP000393.1	5113872	5115197	116.858989928701
CP000393.1	384785	385255	46.0017406877981
CP000393.1	2093317	2094477	418.307003392809
CP000393.1	3592521	3593426	1171.61022438022
CP000393.1	4261308	4262180	215.43107608894798
CP000393.1	3127156	3128292	100.45773916184
CP000393.1	3028348	3028611	372.781156901849
CP000393.1	7199627	7200982	149.6040849193
CP000393.1	1208481	1209008	18.7568743067644
CP000393.1	5265502	5265750	2261.26174161086
CP000393.1	6276393	6276809	159.750547156977
CP000393.1	382366	383226	582.079915443535
CP000393.1	2926396	2927916	107.581120287117
CP000393.1	5926433	5927119	184.65222649497102
CP000393.1	6918044	6920203	1503.9126778964599
CP000393.1	5405705	5406397	1655.95420957362
CP000393.1	1632117	1632995	288.181963510271
CP000393.1	4764454	4767726	563.278209203524
CP000393.1	2447382	2447483	28978.7717576726
CP000393.1	7236158	7236601	162.492148810342
CP000393.1	1698259	1698630	319.522787010787
CP000393.1	2919566	2921767	96.06586101713009
CP000393.1	6399951	6400035	7205.51436034278
CP000393.1	6829501	6831891	128.068607891272
CP000393.1	4236269	4236781	1463.0323214059802
CP000393.1	7104047	7107124	148.50694396063298
CP000393.1	4151287	4151547	47.69404953701961
CP000393.1	1143474	1144046	231.435328215124
CP000393.1	3719938	3720738	163.548799369031
CP000393.1	697751	698074	916.1539705031239
CP000393.1	2605416	2605961	77.6679829113103
CP000393.1	5111276	5112709	39.5261005438591
CP000393.1	6850348	6851202	160.779414730003
CP000393.1	7103138	7103908	185.16771261419498
CP000393.1	1596127	1597305	1293.05987147166
CP000393.1	2932409	2932807	266.600953500866
CP000393.1	78349	81126	60.9577330688795
CP000393.1	1453015	1453713	570.06989392546
CP000393.1	2505939	2506844	1576.92590395944
CP000393.1	7182383	7183666	893.0642856602831
CP000393.1	7215225	7215605	51.79637309429071
CP000393.1	119376	121190	481.72192529618695
CP000393.1	340839	341948	16.900234305073
CP000393.1	1899852	1900091	204.03386813025003
CP000393.1	3601653	3603533	4996.88573539775
CP000393.1	4727503	4728078	307.055945186782
CP000393.1	5018088	5018741	191.715862517107
CP000393.1	7489262	7489942	909.3971987065739
CP000393.1	3606014	3606475	961.076013642341
CP000393.1	5110069	5111208	15.9079420436374
CP000393.1	6167670	6168110	75.3661800802943
CP000393.1	3155435	3156076	394.60782968315203
CP000393.1	5491398	5497982	78.7872743450302
CP000393.1	2377529	2379259	1201.5473169028598
CP000393.1	3198350	3199639	49.7168998431761
CP000393.1	687517	688122	402.95292401517304
CP000393.1	1758520	1759998	428.07323706875394
CP000393.1	2483205	2484062	66.699162598548
CP000393.1	3542138	3543433	325.960448368637
CP000393.1	5070385	5071044	5438.41095101846
CP000393.1	3570546	3570677	2652.85662029463
CP000393.1	5113305	5113694	46.537926265470105
CP000393.1	36830	38158	105.244571316999
CP000393.1	352378	353694	260.367404581344
CP000393.1	5601608	5601922	32.4582021819542
CP000393.1	1354217	1354837	58.4648885931503
CP000393.1	1615715	1616581	15.577023720576198
CP000393.1	1837408	1838166	158.459862202159
CP000393.1	2864018	2865220	501.169884013063
CP000393.1	5689609	5690343	162.047465200593
CP000393.1	5863868	5864548	56.3761764809964
CP000393.1	1908790	1910424	1009.51892775026
CP000393.1	7239247	7242270	70.098414372462
CP000393.1	6864151	6866904	58.5087731350226
CP000393.1	6849681	6850010	375.918145740672
CP000393.1	5849705	5850019	242.06418125549098
CP000393.1	294991	295656	456.006780301167
CP000393.1	563584	564342	96.31992281623941
CP000393.1	1291960	1294113	88.03516730185622
CP000393.1	6080614	6085413	197.53406404606997
CP000393.1	5253848	5254453	441.32177856737604
CP000393.1	6650224	6650817	255.175093119754
CP000393.1	1294564	1295925	89.1188144269323
CP000393.1	5004796	5005458	79.8132123652963
CP000393.1	6163736	6165493	517.86747727556
CP000393.1	6453948	6455345	265.73682672468203
CP000393.1	7307375	7308835	107.181897578674
CP000393.1	7314886	7315557	447.635976741882
CP000393.1	7474033	7474338	14.793339240301199
CP000393.1	3666435	3666848	28.0977562956763
CP000393.1	5751287	5751739	79.9838023930839
CP000393.1	241221	242240	1953.2563977069299
CP000393.1	2102236	2104170	281.536077407209
CP000393.1	2761257	2762255	124.416213397904
CP000393.1	3777196	3777939	427.41463847571
CP000393.1	3779360	3779986	38.2763145411978
CP000393.1	4324937	4325995	3174.8430262499605
CP000393.1	4849313	4849498	61.1229954838934
CP000393.1	5598330	5600006	38.0496344738141
CP000393.1	7132163	7132582	357.34885914805
CP000393.1	84932	85924	708.264570476415
CP000393.1	5959527	5960936	252.35576227706002
CP000393.1	6660167	6660745	166.563503699897
CP000393.1	637017	637871	16.3738193960919
CP000393.1	1217233	1218636	517.466953888076
CP000393.1	3287714	3291085	69.6890321060972
CP000393.1	3557173	3557646	208.724158418302
CP000393.1	4790916	4791674	956.860867064677
CP000393.1	747158	747436	119.138697322377
CP000393.1	6039001	6040260	99.274505577974
CP000393.1	694774	695922	1492.0095778444502
CP000393.1	2468310	2469143	1337.66086512462
CP000393.1	3192988	3194634	117.244113612875
CP000393.1	4406936	4408687	1270.61364167904
CP000393.1	1540186	1543833	149.252340316411
CP000393.1	1648441	1649709	1194.7345907022
CP000393.1	3517321	3518097	79.2180633650268
CP000393.1	979363	979587	212.401302362882
CP000393.1	1261720	1262853	74.6222418775244
CP000393.1	5702852	5703775	72.0779752361972
CP000393.1	7648976	7650172	217.257707342289
CP000393.1	6705409	6706437	413.964179786379
CP000393.1	1265648	1265992	21.0017653602493
CP000393.1	1391421	1393301	265.459273480434
CP000393.1	4127761	4127892	1084.94862815503
CP000393.1	6098862	6099791	546.9600819246041
CP000393.1	7233810	7234319	622.779814337696
CP000393.1	7545483	7546301	48.0627776547525
CP000393.1	6962273	6962434	21.622806936252104
CP000393.1	608237	608632	10.924776298199198
CP000393.1	5346447	5347757	71.6362978282505
CP000393.1	5605869	5606108	33.9426486889932
CP000393.1	6319091	6321223	2543.02069840596
CP000393.1	6025595	6026158	138.620902347834
CP000393.1	7570338	7571768	986.86926476341
CP000393.1	757621	758259	3476.8807555370195
CP000393.1	3202236	3202901	92.4712951975186
CP000393.1	4984322	4986061	1226.6186490820598
CP000393.1	2505159	2505914	583.548450832542
CP000393.1	2692226	2693236	73.9484713291707
CP000393.1	3118977	3119423	134.984708679559
CP000393.1	3591690	3592478	1003.3565802379801
CP000393.1	5058586	5059836	547.723761906199
CP000393.1	5265784	5266440	1909.87437966978
CP000393.1	5361796	5362536	506.47094505729103
CP000393.1	5990186	5990968	36.5992118937051
CP000393.1	6728535	6730526	204.88641650512002
CP000393.1	2819234	2821120	138.232840101713
CP000393.1	7355870	7357288	49.06868721963679
CP000393.1	5752208	5752822	112.681630821388
CP000393.1	3407336	3408871	184.90455531073997
CP000393.1	1249747	1251102	2309.39625649076
CP000393.1	2239624	2241048	288.969354618485
CP000393.1	3285647	3287659	179.75212859749698
CP000393.1	5427618	5428895	168.23610312781602
CP000393.1	820641	822119	47.275062333647206
CP000393.1	4692416	4693294	414.80918918851
CP000393.1	6517335	6519740	386.26015781007203
CP000393.1	6557032	6558519	47.605073347099896
CP000393.1	2804987	2811175	90.7162932350588
CP000393.1	3878566	3880275	1392.2990276359399
CP000393.1	4093688	4094305	106.14765773380199
CP000393.1	4283570	4284199	24.384823647876395
CP000393.1	4583853	4584539	14.049076765202802
CP000393.1	5188430	5188717	179.874574911856
CP000393.1	6340300	6342288	2923.50968474101
CP000393.1	6343754	6344590	314.835538595597
CP000393.1	7680646	7680942	99.7476051022497
CP000393.1	997127	998314	523.2793841177989
CP000393.1	3251904	3252446	336.001426714594
CP000393.1	7268117	7268218	212.351485490176
CP000393.1	5664377	5665081	118.520533141898
CP000393.1	4943408	4944664	565.604691991475
CP000393.1	1456763	1457209	414.756945327728
CP000393.1	3111592	3111828	385.93829495923995
CP000393.1	7208727	7209572	190.429497173235
CP000393.1	12895	15912	243.828031265706
CP000393.1	1422258	1423010	38.713209662292
CP000393.1	2736273	2737244	209.98751273467
CP000393.1	4198353	4198442	12252.7502509677
CP000393.1	5187567	5188373	583.120777632769
CP000393.1	3745829	3745996	105.13295522495001
CP000393.1	6832866	6836132	687.219432410941
CP000393.1	1223413	1226955	355.282400628939
CP000393.1	6539956	6542760	66.1766412119779
CP000393.1	3880533	3880886	465.97531797941804
CP000393.1	6502711	6503811	364.142043736473
CP000393.1	3055330	3055848	585.733870720598
CP000393.1	3921754	3922926	78.7526069560285
CP000393.1	1975139	1976026	482.88063357824205
CP000393.1	4863543	4864007	445.04647317555197
CP000393.1	2270960	2271160	38.7376778546881
CP000393.1	6909831	6910340	149.40442990801
CP000393.1	7243092	7244867	179.33198849414902
CP000393.1	4500290	4500676	1080.96287898672
CP000393.1	251952	252425	1534.9410852378198
CP000393.1	5375265	5379440	607.1559176567221
CP000393.1	7408135	7408986	1295.73555607306
CP000393.1	7491107	7491421	184.854860047083
CP000393.1	7265339	7265716	48.4756840467834
CP000393.1	5080582	5080959	2879.21728265921
CP000393.1	3557804	3559585	119.45211868180701
CP000393.1	5006154	5008349	97.50328408863349
CP000393.1	2490037	2490252	15.4692425345749
CP000393.1	2757992	2758780	923.2053767484019
CP000393.1	5501991	5503475	279.598239353785
CP000393.1	925476	926078	148.34221461936198
CP000393.1	1064179	1065519	114.76119029385201
CP000393.1	4910934	4912403	941.027242723361
CP000393.1	6404717	6405670	178.953864395766
CP000393.1	7191009	7192118	102.793011386164
CP000393.1	565744	566562	441.114559004214
CP000393.1	3870472	3871158	46.181008733405
CP000393.1	6539691	6539891	24.535291241765197
CP000393.1	5562093	5562518	182.576848600764
CP000393.1	7636996	7637778	15.7923445957373
CP000393.1	4818736	4819386	342.258431270637
CP000393.1	5136368	5136703	105.241019020102
CP000393.1	6215026	6215793	53.7720280133351
CP000393.1	929569	930585	391.008506199841
CP000393.1	1327223	1330339	1843.46476319495
CP000393.1	2623272	2624444	91.6456901814974
CP000393.1	7078761	7079630	74.6701271045693
CP000393.1	7082862	7084250	449.637194588272
CP000393.1	1421097	1421984	110.138789600605
CP000393.1	3668880	3669755	74.25822428359321
CP000393.1	5454517	5455338	988.838369979498
CP000393.1	5469111	5469746	65.0308468318057
CP000393.1	1798654	1800735	540.5491384045749
CP000393.1	5985835	5986308	221.222681005161
CP000393.1	750705	751028	689.3557490178811
CP000393.1	1387489	1388583	639.3837842146389
CP000393.1	6309905	6311383	335.080089765722
CP000393.1	6889357	6890832	8827.46552572302
CP000393.1	1973698	1974462	498.86650989753304
CP000393.1	3843547	3844557	198.234688796796
CP000393.1	7237321	7237818	150.310283730192
CP000393.1	944659	945549	788.9524053459331
CP000393.1	2508028	2508810	215.893328442851
CP000393.1	3753129	3753734	940.016940729324
CP000393.1	3925343	3926998	103.028311070962
CP000393.1	4036500	4037714	171.891574193298
CP000393.1	6449076	6451733	1397.99831787005
CP000393.1	6523084	6524142	550.54314876328
CP000393.1	7248832	7249701	1517.7806120460098
CP000393.1	7696835	7697701	1523.6078780148
CP000393.1	1467224	1468048	727.7303748928169
CP000393.1	4636298	4637155	702.1358704755679
CP000393.1	3566510	3567196	13.8627317211764
CP000393.1	4767726	4768157	16.481595854296
CP000393.1	224551	225456	260.63923995337797
CP000393.1	3308007	3309710	998.633007195883
CP000393.1	3670590	3672419	62.32279825896279
CP000393.1	4899215	4901035	799.2172844937579
CP000393.1	4919588	4920166	366.76264089150703
CP000393.1	5856287	5857933	92.36575468184459
CP000393.1	6962470	6963432	2098.53663423448
CP000393.1	779543	780718	807.922350630034
CP000393.1	5150909	5151526	170.776888170488
CP000393.1	3118053	3118829	157.936911266082
CP000393.1	1811884	1812762	1665.3137324216102
CP000393.1	3714164	3715468	1123.40435290978
CP000393.1	4113609	4114220	446.62908958668197
CP000393.1	4318432	4319469	55.1848333836028
CP000393.1	4850499	4851890	2565.8777764840397
CP000393.1	4884647	4887262	916.892840552028
CP000393.1	808271	808972	39.3976104711665
CP000393.1	7007538	7008296	35.758303724879
CP000393.1	7279225	7280568	1075.71289942724
CP000393.1	3736248	3739607	213.53880092855
CP000393.1	5081445	5081774	2722.56911699838
